id,code,name,description,media_url,thumbnail_url,difficulty,met_value,equipment,category_id,target_muscle_id,body_part_id,default_duration,duration_unit
eeb23d5b-7c71-5f2e-9d50-30625123393f,ALTERNATE_HEEL_TOUCHERS,Alternate Heel Touchers,"Lie on the floor with the knees bent and the feet on the floor around 18-24 inches apart. Your arms should be extended by your side. This will be your starting position. Crunch over your torso forward and up about 3-4 inches to the right side and touch your right heel as you hold the contraction for a second. Exhale while performing this movement. Now go back slowly to the starting position as you inhale. Now crunch over your torso forward and up around 3-4 inches to the left side and touch your left heel as you hold the contraction for a second. Exhale while performing this movement and then go back to the starting position as you inhale. Now that both heels have been touched, that is considered 1 repetition. Continue alternating sides in this manner until all prescribed repetitions are done.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Heel_Touchers/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Heel_Touchers/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Heel_Touchers/images/0.jpg,BEGINNER,5.0,"[""BODY_ONLY""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,d57cb37b-2f4c-4ea6-bd36-d7cd4a1bd589,95a0314a-972a-44d4-9dd3-32ad349333fa,12.0,REPS
b72e3c2d-5cbc-54e1-9d3a-caa2866597f8,ALTERNATE_INCLINE_DUMBBELL_CURL,Alternate Incline Dumbbell Curl,"Sit down on an incline bench with a dumbbell in each hand being held at arms length. Tip: Keep the elbows close to the torso.This will be your starting position. While holding the upper arm stationary, curl the right weight forward while contracting the biceps as you breathe out. As you do so, rotate the hand so that the palm is facing up. Continue the movement until your biceps is fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Tip: Only the forearms should move. Slowly begin to bring the dumbbell back to starting position as your breathe in. Repeat the movement with the left hand. This equals one repetition. Continue alternating in this manner for the recommended amount of repetitions.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Incline_Dumbbell_Curl/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Incline_Dumbbell_Curl/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Incline_Dumbbell_Curl/images/0.jpg,BEGINNER,5.0,"[""DUMBBELL""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,20f9edbe-a4ae-4fea-a0f8-c04423ffd6de,671b193f-f91d-4366-9ab3-cc460062efc5,12.0,REPS
5ede30bb-f109-5b34-98ce-c7fe12b78619,ALTERNATE_LEG_DIAGONAL_BOUND,Alternate Leg Diagonal Bound,"Assume a comfortable stance with one foot slightly in front of the other. Begin by pushing off with the front leg, driving the opposite knee forward and as high as possible before landing. Attempt to cover as much distance to each side with each bound. It may help to use a line on the ground to guage distance from side to side. Repeat the sequence with the other leg.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Leg_Diagonal_Bound/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Leg_Diagonal_Bound/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternate_Leg_Diagonal_Bound/images/0.jpg,BEGINNER,7.0,[],dce5909a-f6d1-4aa6-9135-8dee25fe89f9,3b8df81a-ab7b-437a-812d-a692835ff9a9,e896212f-6efb-4021-b3d8-8a4a8a27c762,15.0,REPS
63712494-e437-5794-a6d5-6cccb0f417be,ALTERNATING_CABLE_SHOULDER_PRESS,Alternating Cable Shoulder Press,"Move the cables to the bottom of the tower and select an appropriate weight. Grasp the cables and hold them at shoulder height, palms facing forward. This will be your starting position. Keeping your head and chest up, extend through the elbow to press one side directly over head. After pausing at the top, return to the starting position and repeat on the opposite side.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Cable_Shoulder_Press/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Cable_Shoulder_Press/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Cable_Shoulder_Press/images/0.jpg,BEGINNER,5.0,"[""CABLE""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,849b5205-45cc-47ad-b518-808b497b7ee5,658c5baa-9977-4abc-b302-edf3654d9987,12.0,REPS
cacccff3-b0a5-534c-bb72-7b07a84f6fc1,ALTERNATING_DELTOID_RAISE,Alternating Deltoid Raise,"In a standing position, hold a pair of dumbbells at your side. Keeping your elbows slightly bent, raise the weights directly in front of you to shoulder height, avoiding any swinging or cheating. Return the weights to your side. On the next repetition, raise the weights laterally, raising them out to your side to about shoulder height. Return the weights to the starting position and continue alternating to the front and side.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Deltoid_Raise/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Deltoid_Raise/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Deltoid_Raise/images/0.jpg,BEGINNER,5.0,"[""DUMBBELL""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,849b5205-45cc-47ad-b518-808b497b7ee5,658c5baa-9977-4abc-b302-edf3654d9987,12.0,REPS
86e5fd89-85a9-591e-9494-a232d0bbf979,ALTERNATING_FLOOR_PRESS,Alternating Floor Press,"Lie on the floor with two kettlebells next to your shoulders. Position one in place on your chest and then the other, gripping the kettlebells on the handle with the palms facing forward. Extend both arms, so that the kettlebells are being held above your chest. Lower one kettlebell, bringing it to your chest and turn the wrist in the direction of the locked out kettlebell. Raise the kettlebell and repeat on the opposite side.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Floor_Press/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Floor_Press/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Floor_Press/images/0.jpg,BEGINNER,5.0,"[""KETTLEBELLS""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,698d5731-e2e6-4cef-bce8-19cbefc6d8d0,92355e4c-d468-478e-92e5-0584d13b47bc,12.0,REPS
86e28cfc-a2e2-5872-9395-da457fce90a8,ALTERNATING_HANG_CLEAN,Alternating Hang Clean,"Place two kettlebells between your feet. To get in the starting position, push your butt back and look straight ahead. Clean one kettlebell to your shoulder and hold on to the other kettlebell in a hanging position. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulders. Rotate your wrist as you do so. Lower the cleaned kettlebell to a hanging position and clean the alternate kettlebell. Repeat.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Hang_Clean/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Hang_Clean/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Hang_Clean/images/0.jpg,INTERMEDIATE,5.0,"[""KETTLEBELLS""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,eae93354-9f12-4402-a7b9-d374fac3daec,5ee309ea-e8ea-45ea-a468-752ec192e01f,12.0,REPS
0307c0e1-0cae-58fd-b54c-95532267e90a,ALTERNATING_KETTLEBELL_PRESS,Alternating Kettlebell Press,"Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you pull the kettlebells towards your shoulders. Rotate your wrists as you do so. Press one directly overhead by extending through the elbow, turning it so the palm faces forward while holding the other kettlebell stationary . Lower the pressed kettlebell to the starting position and immediately press with your other arm.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Kettlebell_Press/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Kettlebell_Press/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Kettlebell_Press/images/0.jpg,INTERMEDIATE,5.0,"[""KETTLEBELLS""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,849b5205-45cc-47ad-b518-808b497b7ee5,658c5baa-9977-4abc-b302-edf3654d9987,12.0,REPS
c7b4e77c-a68a-57fc-8a57-bba6652e0ce0,ALTERNATING_KETTLEBELL_ROW,Alternating Kettlebell Row,"Place two kettlebells in front of your feet. Bend your knees slightly and push your butt out as much as possible. As you bend over to get into the starting position grab both kettlebells by the handles. Pull one kettlebell off of the floor while holding on to the other kettlebell. Retract the shoulder blade of the working side, as you flex the elbow, drawing the kettlebell towards your stomach or rib cage. Lower the kettlebell in the working arm and repeat with your other arm.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Kettlebell_Row/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Kettlebell_Row/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Kettlebell_Row/images/0.jpg,INTERMEDIATE,5.0,"[""KETTLEBELLS""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,e334bac8-5b52-482a-8f58-25cd67accf14,18b30147-1717-49c7-9dc6-ec1cc539f738,12.0,REPS
83c59b76-de42-516f-bd96-64491bc5c817,ALTERNATING_RENEGADE_ROW,Alternating Renegade Row,"Place two kettlebells on the floor about shoulder width apart. Position yourself on your toes and your hands as though you were doing a pushup, with the body straight and extended. Use the handles of the kettlebells to support your upper body. You may need to position your feet wide for support. Push one kettlebell into the floor and row the other kettlebell, retracting the shoulder blade of the working side as you flex the elbow, pulling it to your side. Then lower the kettlebell to the floor and begin the kettlebell in the opposite hand. Repeat for several reps.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Renegade_Row/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Renegade_Row/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Alternating_Renegade_Row/images/0.jpg,ADVANCED,5.0,"[""KETTLEBELLS""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,e334bac8-5b52-482a-8f58-25cd67accf14,18b30147-1717-49c7-9dc6-ec1cc539f738,12.0,REPS
8dd34f58-7755-51b6-b7b1-c3b7024a46f0,ANKLE_CIRCLES,Ankle Circles,"Use a sturdy object like a squat rack to hold yourself. Lift the right leg in the air (just around 2 inches from the floor) and perform a circular motion with the big toe. Pretend that you are drawing a big circle with it. Tip: One circle equals 1 repetition. Breathe normally as you perform the movement. When you are done with the right foot, then repeat with the left leg.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Ankle_Circles/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Ankle_Circles/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Ankle_Circles/images/0.jpg,BEGINNER,3.5,[],8d907765-5dab-4a27-a71c-71003394ee1a,437b0947-8395-469d-b78c-aa1ab7c70c2d,36a05e95-daec-47ee-b49b-65f3db1ee769,30.0,SECONDS
e9f8235d-de34-577e-922e-69a93d89a03e,ANKLE_ON_THE_KNEE,Ankle On The Knee,"From a lying position, bend your knees and keep your feet on the floor. Place your ankle of one foot on your opposite knee. Grasp the thigh or knee of the bottom leg and pull both of your legs into the chest. Relax your neck and shoulders. Hold for 10-20 seconds and then switch sides.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Ankle_On_The_Knee/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Ankle_On_The_Knee/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Ankle_On_The_Knee/images/0.jpg,BEGINNER,3.5,[],8d907765-5dab-4a27-a71c-71003394ee1a,e256882e-b242-4076-be79-2bf1ed03f7fa,73168000-04d5-4b81-9683-e526c45253f5,30.0,SECONDS
a6ef3dee-52bc-54e4-87d8-fcbb8076635a,ANTERIOR_TIBIALIS_SMR,Anterior Tibialis-SMR,"Begin seated on the ground with your legs bent and your feet on the floor. Using a Muscle Roller or a rolling pin, apply pressure to the muscles on the outside of your shins. Work from just below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat on the other leg.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Anterior_Tibialis-SMR/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Anterior_Tibialis-SMR/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Anterior_Tibialis-SMR/images/0.jpg,INTERMEDIATE,3.5,"[""OTHER""]",8d907765-5dab-4a27-a71c-71003394ee1a,437b0947-8395-469d-b78c-aa1ab7c70c2d,36a05e95-daec-47ee-b49b-65f3db1ee769,30.0,SECONDS
2f14ba4c-de1b-572a-8d14-0cc1c1954737,ANTI_GRAVITY_PRESS,Anti-Gravity Press,"Place a bar on the ground behind the head of an incline bench. Lay on the bench face down. With a pronated grip, pick the barbell up from the floor. Flex the elbows, performing a reverse curl to bring the bar near your chest. This will be your starting position. To begin, press the barbell out in front of your head by extending your elbows. Keep your arms parallel to the ground throughout the movement. Return to the starting position and repeat to complete the set.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Anti-Gravity_Press/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Anti-Gravity_Press/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Anti-Gravity_Press/images/0.jpg,BEGINNER,5.0,"[""BARBELL""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,849b5205-45cc-47ad-b518-808b497b7ee5,658c5baa-9977-4abc-b302-edf3654d9987,12.0,REPS
29b8ae9b-7af3-5f5f-badc-3ad97d0ff32e,ARM_CIRCLES,Arm Circles,"Stand up and extend your arms straight out by the sides. The arms should be parallel to the floor and perpendicular (90-degree angle) to your torso. This will be your starting position. Slowly start to make circles of about 1 foot in diameter with each outstretched arm. Breathe normally as you perform the movement. Continue the circular motion of the outstretched arms for about ten seconds. Then reverse the movement, going the opposite direction.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Arm_Circles/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Arm_Circles/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Arm_Circles/images/0.jpg,BEGINNER,3.5,[],8d907765-5dab-4a27-a71c-71003394ee1a,849b5205-45cc-47ad-b518-808b497b7ee5,658c5baa-9977-4abc-b302-edf3654d9987,30.0,SECONDS
fcb5d2e7-4ead-5539-960c-9a93dabc3fe0,ARNOLD_DUMBBELL_PRESS,Arnold Dumbbell Press,"Sit on an exercise bench with back support and hold two dumbbells in front of you at about upper chest level with your palms facing your body and your elbows bent. Tip: Your arms should be next to your torso. The starting position should look like the contracted portion of a dumbbell curl. Now to perform the movement, raise the dumbbells as you rotate the palms of your hands until they are facing forward. Continue lifting the dumbbells until your arms are extended above you in straight arm position. Breathe out as you perform this portion of the movement. After a second pause at the top, begin to lower the dumbbells to the original position by rotating the palms of your hands towards you. Tip: The left arm will be rotated in a counter clockwise manner while the right one will be rotated clockwise. Breathe in as you perform this portion of the movement. Repeat for the recommended amount of repetitions.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Arnold_Dumbbell_Press/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Arnold_Dumbbell_Press/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Arnold_Dumbbell_Press/images/0.jpg,INTERMEDIATE,5.0,"[""DUMBBELL""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,849b5205-45cc-47ad-b518-808b497b7ee5,658c5baa-9977-4abc-b302-edf3654d9987,12.0,REPS
08a9efc6-b7d3-548d-b7b3-71b5b95df8fd,AROUND_THE_WORLDS,Around The Worlds,"Lay down on a flat bench holding a dumbbell in each hand with the palms of the hands facing towards the ceiling. Tip: Your arms should be parallel to the floor and next to your thighs. To avoid injury, make sure that you keep your elbows slightly bent. This will be your starting position. Now move the dumbbells by creating a semi-circle as you displace them from the initial position to over the head. All of the movement should happen with the arms parallel to the floor at all times. Breathe in as you perform this portion of the movement. Reverse the movement to return the weight to the starting position as you exhale.",https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Around_The_Worlds/images/0.jpg; https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Around_The_Worlds/images/1.jpg,https://raw.githubusercontent.com/wrkout/exercises.json/refs/heads/master/exercises/Around_The_Worlds/images/0.jpg,INTERMEDIATE,5.0,"[""DUMBBELL""]",2ff2af9f-60fc-4c11-870c-c0bc900b407c,698d5731-e2e6-4cef-bce8-19cbefc6d8d0,92355e4c-d468-478e-92e5-0584d13b47bc,12.0,REPS
